SN,Nama_Barang,Kode_Gudang,Deskripsi
48575443B4827EB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B49416B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48BFCB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B4908DB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B47BA5B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B488FEB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48BCAB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48654B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48F59B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B47DE9B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48C68B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B485BFB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B4961FB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B49989B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B485B8B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B496AAB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B482C2B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B480AAB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48AC5B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48500B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B49641B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B4898FB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B49311B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48B32B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B484EAB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B497BFB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B47DD9B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B47AA0B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B49A7FB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B480F0B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48BE4B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B480F7B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B48EABB6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B47CA0B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B49554B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443B49672B6,ont huawey,DN/TRF-EMR/26/01705,HUAWEI-ONT HG8145V6 (DUAL BAND)
ZTEGDD2AF860,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFE92,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFE99,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEA3,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEBC,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEEA,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEEF,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEFD,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFF0B,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFF1E,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFF4A,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFF18,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEFE,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEFA,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEEB,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEE3,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFEA8,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFE9D,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFE93,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDD2AFE7D,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C2C1,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C2CC,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C2CF,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C2DF,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C2E3,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C2F5,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C2F7,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C306,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C3CE,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C4A4,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CFA7,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CD86,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CD4E,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CD42,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CCFC,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CCF4,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CCE3,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CC7F,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0CA2B,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDDB0C93B,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB563,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB574,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB58C,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB58E,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB598,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB59C,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB5AE,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB5BC,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB5EE,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB600,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB641,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB5FC,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB5C9,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB5B9,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB59F,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB59A,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB595,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB58D,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB57B,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGDC4AB570,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)
ZTEGD91EE291,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGD82A6353,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGD82A776F,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGD82A7DB4,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGDACAC953,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGDACAD7F6,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGD82A3D9C,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGDACAD4AC,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGD91EEC96,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
ZTEGD82A6333,ont zte,DN/TRF-EMR/26/03280,ZTE-ONT ZXHN-F672Y (DUAL BAND)/D
48575443F58FE9B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F5923DB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F59317B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F59076B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F58FCBB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F58DA8B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F58EC5B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F5943DB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F592EDB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F59194B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F594F6B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F592E8B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F5912CB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F58F4EB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F58E2CB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F5900FB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F59098B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F58F5CB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F5958DB7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443F59212B7,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)
48575443CB4D6DB1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443DAEEE6B1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443AB7FD0B2,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443DAF26BB1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443B4874CB6,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443B49C1EB6,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443F86E18B2,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443B46902B6,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443CB4F6BB1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443CB5062B1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443F87339B2,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443DAF8E0B1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
4857544318B7E2B4,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443DAF099B1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443DB047BB1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443DB0597B1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443DAE5CBB1,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443AB8DD1B2,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443820E9CB2,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
48575443B4914BB6,ont huawey,DN/TRF-EMR/26/03280,HUAWEI-ONT HG8145V6 (DUAL BAND)/D
